regime,regimeLabel,factorKey,factorLabel,factorValue,metricKey,metricLabel,ratioMean,ratioCount
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),13,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),14,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),16,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),17,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),19,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),20,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),22,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),23,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),25,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),26,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),28,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),30,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),1,vehiclesInNetwork,Vehicles In Network (Final),0.9698913742856061,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),2,vehiclesInNetwork,Vehicles In Network (Final),0.9689422961621236,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),4,vehiclesInNetwork,Vehicles In Network (Final),0.9652405577093452,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),5,vehiclesInNetwork,Vehicles In Network (Final),0.9652909774105928,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),7,vehiclesInNetwork,Vehicles In Network (Final),0.9625719349000895,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),8,vehiclesInNetwork,Vehicles In Network (Final),0.9621980442086427,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),10,vehiclesInNetwork,Vehicles In Network (Final),0.96150143767971,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),11,vehiclesInNetwork,Vehicles In Network (Final),0.95978019919448,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),13,vehiclesInNetwork,Vehicles In Network (Final),0.9615596135338158,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),14,vehiclesInNetwork,Vehicles In Network (Final),0.9557451047536033,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),16,vehiclesInNetwork,Vehicles In Network (Final),0.956958607345283,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),17,vehiclesInNetwork,Vehicles In Network (Final),0.9566796449151223,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),19,vehiclesInNetwork,Vehicles In Network (Final),0.9578792580269299,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),20,vehiclesInNetwork,Vehicles In Network (Final),0.9536026810649786,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),22,vehiclesInNetwork,Vehicles In Network (Final),0.9550737067143958,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),23,vehiclesInNetwork,Vehicles In Network (Final),0.9546005482244861,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),25,vehiclesInNetwork,Vehicles In Network (Final),0.9489101574560049,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),26,vehiclesInNetwork,Vehicles In Network (Final),0.9511440365893661,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),28,vehiclesInNetwork,Vehicles In Network (Final),0.9530720641342252,1
arrivals_gt_departures,Arrivals > Departures,fixedCycleInterval,Fixed Cycle Interval (steps),30,vehiclesInNetwork,Vehicles In Network (Final),0.948106928935887,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),1,sumAvgWaitTimes,Sum of Average Wait Times (Final),0.9040233642368869,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),2,sumAvgWaitTimes,Sum of Average Wait Times (Final),0.8882685923585275,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),4,sumAvgWaitTimes,Sum of Average Wait Times (Final),0.8795880155630776,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),5,sumAvgWaitTimes,Sum of Average Wait Times (Final),0.8943017575053752,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),7,sumAvgWaitTimes,Sum of Average Wait Times (Final),0.908464415920959,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),8,sumAvgWaitTimes,Sum of Average Wait Times (Final),0.9035500320614103,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),10,sumAvgWaitTimes,Sum of Average Wait Times (Final),0.9322516549658862,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),11,sumAvgWaitTimes,Sum of Average Wait Times (Final),0.9553594537807443,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),13,sumAvgWaitTimes,Sum of Average Wait Times (Final),0.9444029572377506,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),14,sumAvgWaitTimes,Sum of Average Wait Times (Final),0.9678362152282872,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),16,sumAvgWaitTimes,Sum of Average Wait Times (Final),0.9798097039687006,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),17,sumAvgWaitTimes,Sum of Average Wait Times (Final),0.9831053292286782,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),19,sumAvgWaitTimes,Sum of Average Wait Times (Final),1.0085774141695143,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),20,sumAvgWaitTimes,Sum of Average Wait Times (Final),1.0191002595639,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),22,sumAvgWaitTimes,Sum of Average Wait Times (Final),1.0405460805923328,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),23,sumAvgWaitTimes,Sum of Average Wait Times (Final),1.0109948272464886,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),25,sumAvgWaitTimes,Sum of Average Wait Times (Final),1.0464727593840841,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),26,sumAvgWaitTimes,Sum of Average Wait Times (Final),1.0726629070653417,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),28,sumAvgWaitTimes,Sum of Average Wait Times (Final),1.0823549118338835,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),30,sumAvgWaitTimes,Sum of Average Wait Times (Final),1.0799741966590721,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),1,sumQueueSizes,Total Queue Size (Final),0.953490574973951,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),2,sumQueueSizes,Total Queue Size (Final),0.953264830521855,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),4,sumQueueSizes,Total Queue Size (Final),0.9552560817436968,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),5,sumQueueSizes,Total Queue Size (Final),0.9585008470504943,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),7,sumQueueSizes,Total Queue Size (Final),0.9589142247663286,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),8,sumQueueSizes,Total Queue Size (Final),0.9611967086719668,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),10,sumQueueSizes,Total Queue Size (Final),0.9663986051536037,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),11,sumQueueSizes,Total Queue Size (Final),0.9693031777117949,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),13,sumQueueSizes,Total Queue Size (Final),0.9708395702673513,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),14,sumQueueSizes,Total Queue Size (Final),0.9721448291983347,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),16,sumQueueSizes,Total Queue Size (Final),0.9807372986760444,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),17,sumQueueSizes,Total Queue Size (Final),0.9789243450996258,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),19,sumQueueSizes,Total Queue Size (Final),0.9811870878167303,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),20,sumQueueSizes,Total Queue Size (Final),0.9852750655670364,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),22,sumQueueSizes,Total Queue Size (Final),0.9878500303275374,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),23,sumQueueSizes,Total Queue Size (Final),0.9869746121742864,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),25,sumQueueSizes,Total Queue Size (Final),0.9883947795450096,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),26,sumQueueSizes,Total Queue Size (Final),0.9872407588623379,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),28,sumQueueSizes,Total Queue Size (Final),0.9950374875146979,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),30,sumQueueSizes,Total Queue Size (Final),1.0012629611386858,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),1,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.717882342538697,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),2,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7193389431757148,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),4,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7201814768910216,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),5,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7196206156471135,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),7,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7239528795593824,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),8,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7296818452531346,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),10,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.729494156393141,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),11,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7274034942621512,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),13,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7361730221595001,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),14,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7418150335494661,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),16,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.748766375908715,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),17,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7520938724758174,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),19,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.757289409523832,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),20,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7605968598931744,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),22,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7656931063423555,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),23,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7776805587638681,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),25,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7887067282962724,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),26,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7828352510546273,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),28,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7770067039440026,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),30,sumStdTotalWaitTimes,Sum of Std Total Wait Times (Final),0.7605638861097145,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),1,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8222701228708722,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),2,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8215316860380412,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),4,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8212920695557869,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),5,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8225527663459931,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),7,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8219194437946785,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),8,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.822039779920829,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),10,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8259000443360589,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),11,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8280257334303498,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),13,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8284212315865866,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),14,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8288580512688078,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),16,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.835748124168863,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),17,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8353532251283706,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),19,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8409633447434407,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),20,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8465197128541355,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),22,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8496501408420473,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),23,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8485634926281392,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),25,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.853603418150034,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),26,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8593982790461969,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),28,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8661764784770168,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),30,sumTotalWaitTimes,Sum of Total Wait Times (Final),0.8637658068499553,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),1,throughput,Network Throughput (Final),1.1591939036431302,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),2,throughput,Network Throughput (Final),1.1603644646924829,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),4,throughput,Network Throughput (Final),1.1515273311897105,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),5,throughput,Network Throughput (Final),1.13953547020402,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),7,throughput,Network Throughput (Final),1.1386266747868452,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),8,throughput,Network Throughput (Final),1.1276611845424276,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),10,throughput,Network Throughput (Final),1.104697884814637,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),11,throughput,Network Throughput (Final),1.0965207064709301,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),13,throughput,Network Throughput (Final),1.0896443567562097,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),14,throughput,Network Throughput (Final),1.0845817648990728,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),16,throughput,Network Throughput (Final),1.053360684799676,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),17,throughput,Network Throughput (Final),1.0561463635905448,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),19,throughput,Network Throughput (Final),1.049141668991049,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),20,throughput,Network Throughput (Final),1.0415636822194199,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),22,throughput,Network Throughput (Final),1.0255167714091011,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),23,throughput,Network Throughput (Final),1.0325831033697055,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),25,throughput,Network Throughput (Final),1.028395562085212,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),26,throughput,Network Throughput (Final),1.0246225554767454,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),28,throughput,Network Throughput (Final),0.9978558635824736,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),30,throughput,Network Throughput (Final),0.9734672197490895,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),1,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),2,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),4,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),5,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),7,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),8,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),10,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),11,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),13,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),14,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),16,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),17,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),19,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),20,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),22,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),23,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),25,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),26,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),28,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),30,totalVehiclesEntered,Total Vehicles Entered (Final),1,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),1,vehiclesInNetwork,Vehicles In Network (Final),0.9605928618431361,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),2,vehiclesInNetwork,Vehicles In Network (Final),0.9602893064417063,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),4,vehiclesInNetwork,Vehicles In Network (Final),0.9621238760235094,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),5,vehiclesInNetwork,Vehicles In Network (Final),0.9652909774105928,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),7,vehiclesInNetwork,Vehicles In Network (Final),0.9657826827679511,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),8,vehiclesInNetwork,Vehicles In Network (Final),0.9682536695521264,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),10,vehiclesInNetwork,Vehicles In Network (Final),0.9740239383546613,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),11,vehiclesInNetwork,Vehicles In Network (Final),0.9760482045558572,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),13,vehiclesInNetwork,Vehicles In Network (Final),0.9777847426816273,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),14,vehiclesInNetwork,Vehicles In Network (Final),0.9790069036436942,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),16,vehiclesInNetwork,Vehicles In Network (Final),0.9867964255724473,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),17,vehiclesInNetwork,Vehicles In Network (Final),0.986021006136201,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),19,vehiclesInNetwork,Vehicles In Network (Final),0.9878591967524291,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),20,vehiclesInNetwork,Vehicles In Network (Final),0.9896621375788827,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),22,vehiclesInNetwork,Vehicles In Network (Final),0.9936591760064726,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),23,vehiclesInNetwork,Vehicles In Network (Final),0.9919343214364053,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),25,vehiclesInNetwork,Vehicles In Network (Final),0.9929755742984974,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),26,vehiclesInNetwork,Vehicles In Network (Final),0.9939093164899616,1
arrivals_gt_departures,Arrivals > Departures,greedyDecisionInterval,Greedy Decision Interval (steps),28,vehiclesInNetwork,Vehicles In Network (Final),1.0005331794431098,1
